ability_id,name,tactic,technique_id,platforms,executors_sources,requirements_sources
2f90d4de-2612-4468-9251-b220e3727452,Compress Git Repository,exfiltration,T1560.001,"['linux', 'windows']","['host.dir.compress', 'host.dir.compress']",[]
5c5b0392-1daa-45e1-967c-2f361ce78849,Compress Staged Directory (Password Protected) and Split Into Smaller Chunks,exfiltration,T1030,"['linux', 'windows']","['host.dir.compress', 'host.dir.compress']",['host.dir.staged']
300157e5-f4ad-4569-b533-9d1fa0e74d74,Compress staged directory,exfiltration,T1560.001,"['darwin', 'linux', 'windows', 'windows']","['host.dir.compress', 'host.dir.compress', 'host.dir.compress', 'host.dir.compress']",['host.dir.staged']
30a8cf10-73dc-497c-8261-a64cc9e91505,Compress staged directory (Password Protected),collection,T1560.001,"['linux', 'windows']","['host.dir.compress', 'host.dir.compress']",['host.dir.staged']
65048ec1-f7ca-49d3-9410-10813e472b30,Copy 54ndc47 (SMB),lateral-movement,T1021.002,['windows'],['remote.host.fqdn'],"['remote.host.fqdn', 'remote.host.fqdn', 'remote.host.fqdn', 'remote.host.fqdn']"
4908fdc4-74fc-4d7c-8935-26d11ad26a8d,Copy 54ndc47 (WinRM and SCP),lateral-movement,T1570,"['windows', 'windows', 'darwin', 'linux']",[],[]
b007fe0c-c6b0-4fda-915c-255bbc070de2,Copy Clipboard,collection,T1115,"['darwin', 'windows', 'windows', 'linux']",[],[]
3734aa1e-c536-42b3-8912-4c91b8bdce90,Copy Sandcat File using Powershell,lateral-movement,T1021.006,['windows'],[],[]
620b674a-7655-436c-b645-bc3e8ea51abd,Copy Sandcat File using PsExec on CMD,lateral-movement,T1570,['windows'],[],[]
dedfa0a54c9c13ce5714a0dc2e1f5d1a,"Create a Hidden User Called ""$""",defense-evasion,T1564,['windows'],[],[]
e727eb66-c10e-4dba-92d9-41b62b8bd595,Create a user account on a Linux system,persistence,T1136.001,['linux'],[],[]
83a5ad479c9e313e60f34380e193102a,"Create an ""Administrator "" user (with a space on the end)",defense-evasion,T1564,['windows'],['validate_me'],[]
ed335269c049080700b57add9ba733fb,Create and start Hyper-V virtual machine,defense-evasion,T1564.006,['windows'],['validate_me'],[]
355aef8ac8f57f9d407c018439e7285d,Create and start VirtualBox virtual machine,defense-evasion,T1564.006,['windows'],[],[]
6469befa-748a-4b9c-a96d-f191fde47d89,Create staging directory,collection,T1074.001,"['darwin', 'linux', 'windows', 'windows']","['host.dir.staged', 'host.dir.staged', 'host.dir.staged', 'host.dir.staged']",[]
3aad5312-d48b-4206-9de4-39866c12e60f,Credentials in Registry - HKCU,credential-access,T1552.002,['windows'],[],[]
98e58fc4-3843-4511-89b1-50cb872e0c9b,Credentials in Registry - HKLM,credential-access,T1552.002,['windows'],[],[]
a32285665fbf7a2cd5e3a15af8c41968,Cron - Add script to /var/spool/cron/crontabs/ folder,multiple,T1053.003,['linux'],[],[]
fc376eb4b41fdc72ffd27cd6e6d4041b,Cron - Add script to all cron subfolders,multiple,T1053.003,"['darwin', 'linux']",[],[]
603583ec6e53431838a011ca2e7ece77,Cron - Replace crontab with referenced file,multiple,T1053.003,"['darwin', 'linux']",[],[]
46da2385-cf37-49cb-ba4b-a739c7a19de4,Crypto (Monero) Mining,impact,T1496,"['linux', 'darwin', 'windows']",[],[]
bd527b63-9f9e-46e0-9816-b8434d2b8989,Current User,discovery,T1033,"['darwin', 'linux', 'windows']",[],[]
ef5db0bcd87583e711535d6ffb667823,DCShadow (Active Directory),defense-evasion,T1207,['windows'],['validate_me'],[]
3e5501f6e01b6ea1ebeb8125f0d92217,Data Transfer Size Limits,exfiltration,T1030,"['darwin', 'linux']",[],[]
5f844ac9-5f24-4196-a70d-17f0bd44a934,Deadman - Delete agent file,defense-evasion,T1070.004,"['windows', 'darwin', 'linux']",[],[]
4cd4eb44-29a7-4259-91ae-e457b283a880,Delete payload,defense-evasion,T1070.004,"['darwin', 'linux', 'windows', 'windows']",[],[]
1f91076e2be2014cc7b4f1296de02fd6,Disable Administrative Share Creation at Startup,defense-evasion,T1070.005,['windows'],[],[]
5b93df032e230056c21a3e57334f77d1,Disable Microsoft Defender Firewall,defense-evasion,T1562.004,['windows'],[],[]
8fe59e288f10a486dc8b44bc872019ff,Disable Microsoft Defender Firewall via Registry,defense-evasion,T1562.004,['windows'],[],[]
b007f6e8-4a87-4440-8888-29ceab047d9b,Disable Windows Defender All,defense-evasion,T1562.001,['windows'],[],[]
49470433-30ce-4714-a44b-bea9dbbeca9a,Disable Windows Defender Real-Time Protection,defense-evasion,T1562.001,['windows'],[],[]
6d90e6fa-9324-4eb5-93be-9f737245bd7z,Discover Domain Admins,discovery,T1069.002,['windows'],['remote.host.fqdn'],[]
ce485320-41a4-42e8-a510-f5a8fe96a644,Discover Mail Server,discovery,T1018,"['linux', 'darwin', 'windows']","['target.org.emailhost', 'target.org.emailhost', 'target.org.emailhost']",[]
2dece965-37a0-4f70-a391-0f30e3331aba,Discover antivirus programs,discovery,T1518.001,"['darwin', 'windows']","['host.installed.av', 'host.installed.av']",[]
26c8b8b5-7b5b-4de1-a128-7d37fb14f517,Discover domain controller,discovery,T1018,"['windows', 'windows']",[],[]
05cda6f6-2b1b-462e-bff1-845af94343f7,Discover injectable process,discovery,T1057,['windows'],['host.process.id'],[]
13379ae1-d20e-4162-91f8-320d78a35e7f,Discover local hosts,discovery,T1018,['windows'],['remote.host.fqdn'],[]
c6607391-d02c-44b5-9b13-d3492ca58599,Discover system services,discovery,T1007,['windows'],[],[]
2fe2d5e6-7b06-4fc0-bf71-6966a1226731,Disrupt WIFI,impact,T1499,"['darwin', 'linux', 'windows']",[],[]
422526ec-27e9-429a-995b-c686a29561a4,Dump history,credential-access,T1552.003,"['darwin', 'linux']","['remote.ssh.cmd', 'remote.ssh.cmd']",[]
f97de07a3b9e3b132f7bc42680151d81,Edit UFW firewall main configuration file,defense-evasion,T1562.004,['linux'],[],[]
683115a2ceeb045e6ffbf4487322b220,Edit UFW firewall sysctl.conf file,defense-evasion,T1562.004,['linux'],[],[]
8a60db80ab6f4a6b1db758c95bacfafa,Edit UFW firewall ufw.conf file,defense-evasion,T1562.004,['linux'],[],[]
a1e9351c7799d884d29a5e61712ab58e,Edit UFW firewall user.rules file,defense-evasion,T1562.004,['linux'],[],[]
315cedf1-4a3a-4015-b63f-149d64bacbbc,Emulate Administrator Tasks,execution,T1059.001,"['windows', 'windows']",[],[]
f1cce45585d407e267443dc271d89931,Excel 4 Macro,execution,T1204.002,['windows'],['validate_me'],[]
3a2e6a17047b197b614f04a3811a5d4e,Execute Python via Python executables (Linux),execution,T1059.006,['linux'],[],[]
d54db7e70848e3399876885192603ef8,Execute Python via scripts (Linux),execution,T1059.006,['linux'],[],[]
3660cf36b4cac4ce733c30ef78b2ffb0,Execute a Command as a Service,execution,T1569.002,['windows'],[],[]
9c9c9c0eafe1c20e86c6364d2e5a6081,Execute shell script via python's command mode arguement,execution,T1059.006,['linux'],[],[]
3ce95a28-25fc-4a7e-a0cd-0fdb190e2081,Exfil Compressed Archive to Dropbox,exfiltration,T1567.002,"['windows', 'linux']",[],['host.dir.compress']
d754878c-17dd-46dc-891c-a993f8a10336,Exfil Compressed Archive to FTP Server,exfiltration,T1048.003,"['linux', 'windows']",[],['host.dir.compress']
0582dc26-e0cf-4645-88cf-f37a02279976,Exfil Compressed Archive to Github Gist,exfiltration,T1567.001,"['linux', 'windows']",[],['host.dir.compress']
4a1120a5-971c-457f-bb07-60641b4723fd,Exfil Compressed Archive to Github Repository,exfiltration,T1567.001,"['linux', 'windows', 'windows']",[],['host.dir.compress']
e7bf5dc7-62e4-48b2-acf8-abaf8734c19c,Exfil Compressed Archive to S3 via AWS CLI,exfiltration,T1567.002,"['linux', 'windows']",[],['host.dir.compress']
a201bec2-a193-4b58-bf0e-57fa621da474,Exfil Directory Files to GitHub,exfiltration,T1567.001,"['linux', 'windows', 'windows']",[],['host.dir.staged']
ea713bc4-63f0-491c-9a6f-0b01d560b87e,Exfil staged directory,exfiltration,T1041,"['darwin', 'linux', 'windows', 'windows']",[],['host.dir.compress']
aa755e25-ed40-44de-9940-7c9ac24250da,Exfil staged directory (2),exfiltration,T1041.001,['linux'],[],[]
2e4b17949c4163f1cefec2e7fbee3e2b,Exfiltration Over Alternative Protocol - HTTP,exfiltration,T1048.003,['windows'],['validate_me'],[]
9618418b26d98e246639f27fa73dfc91,Exfiltration Over Alternative Protocol - ICMP,exfiltration,T1048.003,['windows'],['validate_me'],[]
8fc77040527dcb96c734875de6eaf4ab,Exfiltration Over Alternative Protocol - SMTP,exfiltration,T1048.003,['windows'],['validate_me'],[]
b7f89af9214876eae185527350ca034f,Extract binary files via VBA,defense-evasion,T1564,['windows'],['validate_me'],[]
55f9600a-756f-496b-b27f-682052dc429c,File Hunter Mission,impact,T1565.001,"['darwin', 'linux', 'windows', 'windows']",[],[]
1c353eb4-29ab-4dfe-88ed-f34f5a60848e,File and Directory Discovery,discovery,T1083,['windows'],[],['host.system.path']
d7967a23c8c030c698893f242e622be1,File and Directory Discovery (PowerShell),discovery,T1083,['windows'],['validate_me'],[]
26c90305a0d2404c93ac1d25df3dde7e,File and Directory Discovery (cmd.exe),discovery,T1083,['windows'],[],[]
1ca3c8cf-9e48-4d14-a674-28131752b31c,Find ./slpunkd,initial-access,T1598.002,"['windows', 'linux']",[],[]
14a21534-350f-4d83-9dd7-3c56b93a0c17,Find Domain,discovery,T1016,['windows'],['network.domain.name'],[]
720a3356-eee1-4015-9135-0fc08f7eb2d5,Find Git Repositories,collection,T1005,"['linux', 'windows', 'windows']","['host.dir.git', 'host.dir.git', 'host.dir.git']",[]
fdf8bf36-797f-4157-805b-fe7c1c6fc903,Find Hostname,discovery,T1018,['windows'],[],[]
d69e8660-62c9-431e-87eb-8cf6bd4e35cf,Find IP addresses,collection,T1005,['darwin'],[],['host.user.name']
0bff4ee7-42a4-4bde-b09a-9d79d8b9edd7,Find LSASS,discovery,T1057,"['windows', 'windows']",['host.process.id'],[]
b6b105b9-41dc-490b-bc5c-80d699b82ce8,Find OS Version,discovery,T1082,['windows'],[],[]
638fb6bb-ba39-4285-93d1-7e4775b033a8,Find System Network Connections,discovery,T1049,"['darwin', 'linux', 'windows']",[],[]
1f7ff232-ebf8-42bf-a3c4-657855794cfe,Find company emails,collection,T1005,['darwin'],[],['host.user.name']
cfcf66cc85109ad2ebdb301d619fa41f,Find computers where user has session - Stealth mode (PowerView),discovery,T1033,['windows'],['validate_me'],[]
30732a56-4a23-4307-9544-09caf2ed29d5,Find deletable dirs (per user),discovery,T1082,"['darwin', 'linux']",[],['host.user.name']
90c2efaa-8205-480d-8bb6-61d90dbaf81b,Find files,collection,T1005,"['darwin', 'windows', 'windows', 'linux']","['host.file.path', 'host.file.path', 'host.file.path', 'host.file.path']",[]
c1cd6388-3ced-48c7-a511-0434c6ba8f48,Find local users,discovery,T1087.001,"['darwin', 'linux']","['host.user.name', 'host.user.name']",[]
de632c2d-a729-4b77-b781-6a6b09c148ba,Find private keys,credential-access,T1552.004,"['windows', 'windows', 'darwin', 'linux']",[],[]
3b5db901-2cb8-4df7-8043-c4628a6a5d5a,Find user processes,discovery,T1057,"['darwin', 'linux', 'windows']",[],['host.user.name']
3a2ce3d5-e9e2-4344-ae23-470432ff8687,Fingerprint network services,discovery,T1046,"['darwin', 'linux']",[],[]
c8047a6d94fe59a072e303080c15cb0a,Gatekeeper Bypass,defense-evasion,T1553.001,['darwin'],[],[]
b007fc38-9eb7-4320-92b3-9a3ad3e6ec25,Get Chrome Bookmarks,discovery,T1217,['darwin'],['host.chrome.bookmark_title'],[]
fa6e8607-e0b1-425d-8924-9b894da5a002,Get System Time,discovery,T1124,"['darwin', 'linux', 'windows']","['host.current.time', 'host.current.time', 'host.current.time']",[]
aaf34d82-aea9-4278-8ec4-789653e4f5d9,GetAdminMembers,discovery,T1033,['windows'],['domain.user.name'],[]
0360ede1-3c28-48d3-a6ef-6e98f562c5af,GetComputers (Alice),discovery,T1018,['windows'],[],[]
221d4ebcb41e708b6ee90c1c0369a969,GetCurrent User with PowerShell Script,discovery,T1033,['windows'],['validate_me'],[]
6131397e-7765-424e-a594-3d7fb2d93a6a,GetDomain,discovery,T1482,['windows'],"['domain.ad.forest', 'domain.ad.name']",[]
f1cf4ea1-43f0-4604-9537-3d1b1b2d5b1c,GetServiceAccounts,discovery,T1033,['windows'],['domain.user.name'],[]
98adc43648b0e4ea6e90a88ad5ae4b3d,Headless Chrome code execution via VBA,execution,T1204.002,['windows'],['validate_me'],[]
b7dec45aa350b4ec6f1c41336e1f7a14,IcedID Botnet HTTP PUT,exfiltration,T1020,['windows'],['validate_me'],[]
8c06ebf8-bacf-486b-bd77-21ba8c5a5777,Identify Firewalls,discovery,T1518.001,['windows'],[],[]
c0da588f-79f0-4263-8998-7496b1a40596,Identify active user,discovery,T1033,"['darwin', 'linux', 'windows', 'windows']","['host.user.name', 'domain.user.name', 'host.user.name', 'domain.user.name', 'host.user.name', 'domain.user.name', 'host.user.name', 'domain.user.name']",[]
feaced8f-f43f-452a-9500-a5219488abb8,Identify local users,discovery,T1087.001,"['darwin', 'windows']",[],[]
3796a00b-b11d-4731-b4ca-275a07d83299,Impersonate user,execution,T1059.001,['windows'],[],"['host.user.name', 'host.user.name']"
c9f2c7ae-0092-4ea0-b9ae-92014eba7ce7,Inject Cred dumper into process (Spookier),credential-access,T1055.002,['windows'],[],[]
a398986f-31b0-436a-87e9-c8e82c028f3c,Inject Sandcat into process,defense-evasion,T1055.002,['windows'],[],['host.process.id']
9425d3aacf44bced9a9d1ec9dc3a70f9,Install MS Exchange Transport Agent Persistence,persistence,T1505.002,['windows'],['validate_me'],[]
eb814e03-811a-467a-bc6d-dcd453750fa2,Install PSTools,command-and-control,T1105,['windows'],[],[]
60f63260-39bb-4136-87a0-b6c2dca799fc,Install PowerShell Core 6,command-and-control,T1105,['windows'],[],[]
c9be8043-a445-4cbf-b77b-ed7bb007fc7c,Internet Explorer Version,discovery,T1518,['windows'],[],[]
68235976-2404-42a8-9105-68230cfef562,Invoke-MemeKatz,impact,T1491,"['windows', 'windows', 'windows']",[],[]
f71199dcf1e307fc37c5a0cb9e4031b9,LNK Payload Download,execution,T1204.002,['windows'],['validate_me'],[]
47d08617-5ce1-424a-8cc5-c9c978ce6bf9,Leave note,impact,T1491,"['darwin', 'linux', 'windows']",[],[]
0ef4cc7b-611c-4237-b20b-db36b6906554,Leverage Procdump for lsass memory,credential-access,T1003.001,['windows'],[],[]
46098c66-8d9a-4d23-8a95-dd5021c385ae,Linux Enumeration & Privilege Escalation Discovery Script,discovery,T1082,['linux'],[],[]
52177cc1-b9ab-4411-ac21-2eadc4b5d3b8,List Directory,discovery,T1083,"['darwin', 'linux', 'windows']",[],[]
bed8f28e-c0ed-463e-9e31-d5607e5473df,Load Metasploit Abilities,build-capabilities,T1349,"['darwin', 'linux']",[],[]
a41c2324-8c63-4b15-b3c5-84f920d1f226,Locate file from printer queue,discovery,T1083,"['linux', 'darwin']","['host.system.path', 'host.system.path']",[]
4b3621d08052231fa6a8b7ed2c226085,Lolbin Jsc.exe compile javascript to dll,defense-evasion,T1127,['windows'],[],[]
88912e0453c2cbd1c75d1c49f815d17f,Lolbin Jsc.exe compile javascript to exe,defense-evasion,T1127,['windows'],[],[]
ee065bea223fde249a30f60c0d05e36d,MAZE FTP Upload,exfiltration,T1048.003,['windows'],['validate_me'],[]
f6297d156d5b30fbef5212ac5f1f76ee,Maldoc choice flags command execution,execution,T1204.002,['windows'],['validate_me'],[]
356d1722-7784-40c4-822b-0cf864b0b36d,Manx,command-and-control,T1105,"['darwin', 'linux', 'windows']",[],[]
3c647015-ab0a-496a-8847-6ab173cd2b22,MiniDumpWriteDump (Spooky),credential-access,T1003,['windows'],[],['host.process.id']
09f4739a13a4caf3b66b86aac880e3c0,Modify SSP configuration in registry,multiple,T1547.005,['windows'],['validate_me'],[]
aa6ec4dd-db09-4925-b9b9-43adeb154686,Mount Share,lateral-movement,T1021.002,['windows'],['remote.host.fqdn'],"['remote.host.fqdn', 'domain.user.name', 'remote.host.fqdn', 'remote.host.fqdn', 'remote.host.fqdn']"
e5f9de8f-3df1-4e78-ad92-a784e3f6770d,Move Powershell & triage,defense-evasion,T1059.001,['windows'],[],[]
d16fd4e5-0f0d-4975-9af8-1166732ac0f3,NMAP,reconnaissance,T1046,"['windows', 'linux']",[],[]
567eaaba-94cc-4a27-83f8-768e5638f4e1,NMAP scan,reconnaissance,T1254,"['windows', 'linux']",[],[]
d1bde9af5206152c9980a5b6adcc1813,Named pipe client impersonation,multiple,T1134.001,['windows'],['validate_me'],[]
40161ad0-75bd-11e9-b475-0800200c9a66,Net use,lateral-movement,T1021.002,['windows'],[],[]
e8017c46-acb8-400c-a4b5-b3362b5b5baa,Network Interface Configuration,discovery,T1016,"['darwin', 'linux', 'windows']",[],[]
5a4cb2be-2684-4801-9355-3a90c91e0004,Network Service Scanning,discovery,T1046,['windows'],[],[]
31c494c440a6182ee3433f9f91ba3761,Nix File and Directory Discovery,discovery,T1083,"['darwin', 'linux']",[],[]
7cdca4b040c7f1578c3dd53fb781356f,Nix File and Directory Discovery 2,discovery,T1083,"['darwin', 'linux']",[],[]
591f5d57f5d87e3e0202fc46375c780d,OSTAP JS version,execution,T1204.002,['windows'],['validate_me'],[]
522f3f35cd013e63830fa555495a0081,OSTap Payload Download,execution,T1204.002,['windows'],[],[]
a40a2e93cc2a0413982801a9323baad9,OSTap Style Macro Execution,execution,T1204.002,['windows'],['validate_me'],[]
12ad9edefc86af07700fbf49bfdac6ba,Office Application Startup - Outlook as a C2,persistence,T1137,['windows'],[],[]
3ee7020bd7459eab27bae7e95e752e25,Office Generic Payload Download,execution,T1204.002,['windows'],['validate_me'],[]
d6f57d813245d0ec3940cb3c50ad2848,Office launching .bat file from AppData,execution,T1204.002,['windows'],['validate_me'],[]
8d0a4585e7c4646185a912b14cd9cb46,Open a local port through Windows Firewall to any profile,defense-evasion,T1562.004,['windows'],['validate_me'],[]
bd5ee87126c38b409c12f823ec4469c2,Opening ports for proxy - HARDRAIN,defense-evasion,T1562.004,['windows'],[],[]
0b08c825efb2cde024483ac979370167,Overwrite Linux Log,defense-evasion,T1070.002,['linux'],[],[]
95c55dd6ee44eea93965561082f5fdaa,Overwrite Linux Mail Spool,defense-evasion,T1070.002,['linux'],[],[]
50acc12597d14b648556dac8ed7b39a7,Packet Capture Linux,multiple,T1040,['linux'],[],[]
e648f7d27bb1fd8993e12e5e265da137,Packet Capture Windows Command Prompt,multiple,T1040,['windows'],[],[]
faec788ffe6f5aa762747af7d1ac7a74,Packet Capture macOS,multiple,T1040,['darwin'],[],[]
02de522f-7e0a-4544-8afc-0c195f400f5f,Parse SSH config,collection,T1005,"['darwin', 'linux']","['remote.ssh.cmd', 'remote.ssh.cmd']",[]
5f77ecf9-613f-4863-8d2f-ed6b447a4633,Parse SSH known_hosts,discovery,T1018,"['darwin', 'linux']",[],[]
70850854e26426b18a74438dc5d7fbfc,Password Cracking with Hashcat,credential-access,T1110.002,['windows'],[],[]
e82f39e2-56f8-4f19-8376-b007f9ac5f8a,Password Policy,discovery,T1201,"['darwin', 'linux', 'windows']",[],[]
2946edba-54d8-11eb-ae93-0242ac130002,Password Policy for a domain,discovery,T1201,['windows'],[],[]
5c4dd985-89e3-4590-9b57-71fed66ff4e2,Permission Groups Discovery,discovery,T1069.001,"['windows', 'darwin', 'linux']",[],[]
b125e9daeb0034ed25c30b2f232d5e7c,Persistance with Event Monitor - emond,multiple,T1546.014,['darwin'],[],[]
8f4efa00-bbb6-4221-9dc2-1c4292d944c0,Phishing: Spearphishing Attachment,initial-access,T1566.001,['windows'],[],[]
ac9dce33-2acc-4b34-94ce-2596409ce8f0,Ping network,discovery,T1016,['darwin'],[],[]
424bc481ab003275752aad9c6b2d946a,Potentially Unwanted Applications (PUA),execution,T1204.002,['windows'],['validate_me'],[]
ccdb8caf-c69e-424b-b930-551969450c57,PowerShell Invoke MimiKats,execution,T1059.001,['windows'],[],[]
4d9b079c-9ede-4116-8b14-72ad3a5533af,PowerShell Process Enumeration,discovery,T1057,"['windows', 'windows']",[],[]
bfff9006-d1fb-46ce-b173-92cb04e9a031,PowerShell bitly Link Download,execution,T1059.001,['windows'],[],[]
702bfdd2-9947-4eda-b551-c3a1ea9a59a2,PowerShell information gathering,collection,T1059.001,"['windows', 'windows']",[],[]
29451844-9b76-4e16-a9ee-d6feab4b24db,PowerShell version,discovery,T1082,"['windows', 'windows']",[],[]
7049e3ec-b822-4fdf-a4ac-18190f9b66d1,Powerkatz (Staged),credential-access,T1003.001,['windows'],"['domain.user.name', 'domain.user.name', 'domain.user.name']",[]
a0676fe1-cd52-482e-8dde-349b73f9aa69,Preferred WIFI,discovery,T1016,"['darwin', 'linux', 'windows']","['wifi.network.ssid', 'wifi.network.ssid', 'wifi.network.ssid']",[]
6e1a53c0-7352-4899-be35-fa7f364d5722,Print Working Directory,discovery,T1083,"['darwin', 'linux', 'windows']",[],[]
1d48fc4147a7bcd47bdf60db7dde9640,Process Discovery - Get-Process,discovery,T1057,['windows'],['validate_me'],[]
1ddf2b8ee6a56ce9f9132a168947653e,Process Discovery - get-wmiObject,discovery,T1057,['windows'],['validate_me'],[]
453b8d81c6118310308fb5b22de12235,Process Discovery - ps,discovery,T1057,"['darwin', 'linux']",[],[]
f8de05d1741dcc468f772ab0ff4dac72,Process Discovery - tasklist,discovery,T1057,['windows'],[],[]
b2a1e430ca6d36eb5af2fe666e769847,Process Discovery - wmic process,discovery,T1057,['windows'],[],[]
2488245e-bcbd-405d-920e-2de27db882b3,Query Registry,discovery,T1012,['windows'],[],[]
3b007f46-23e7-4a11-9c14-e7085b6a754a,Quit Outlook,impact,T1489,['darwin'],[],[]
0ab383be-b819-41bf-91b9-1bd4404d83bf,Ragdoll,command-and-control,T1071.001,"['darwin', 'linux']",[],[]
1db8479efec9b1188b14cfa138c0cf12,Read volume boot sector via DOS device path (PowerShell),defense-evasion,T1006,['windows'],['validate_me'],[]
78524da1-f347-4fbb-9295-209f1f408330,Record microphone,impact,T1496,['darwin'],[],[]
2e0a44f9919a362689beea79fbf485a9,Register Portable Virtualbox,defense-evasion,T1564.006,['windows'],[],[]
372e6f46fca18e4f1b43209c20ffafa2,Registry artefact when application use microphone,collection,T1123,['windows'],[],[]
1f15da077e50b6a18c8ad3305f8e4b6e,Registry-free process scope COR_PROFILER,multiple,T1574.012,['windows'],['validate_me'],[]
921055f4-5970-4707-909e-62f594234d91,Remote Host Ping,discovery,T1016,['windows'],['remote.host.fqdn'],['remote.host.fqdn']
1b43591006b8e25b8df16ee52f0832bf,Remove Administrative Shares,defense-evasion,T1070.005,['windows'],[],[]
df33cda361afedfcca27c84ed89d169a,Remove Network Share,defense-evasion,T1070.005,['windows'],[],[]
3d378141044baec8dc52e9328da38405,Remove Network Share PowerShell,defense-evasion,T1070.005,['windows'],['validate_me'],[]
52771610-2322-44cf-816b-a7df42b4c086,Replace a service binary with alternate binary,persistence,T1543.003,['windows'],[],['host.service.modifiable']
fa4ed735-7006-4451-a578-b516f80e559f,Reverse nslookup IP,discovery,T1018,['windows'],['remote.host.fqdn'],[]
baac2c6d-4652-4b7e-ab0a-f1bf246edd12,Run PowerKatz,credential-access,T1003.001,['windows'],['domain.user.name'],[]
2f34977d-9558-4c12-abad-349716777c6b,Sandcat,command-and-control,T1105,"['darwin', 'linux', 'windows']",[],[]
47abe1f5-55a5-46cc-8cad-506dac8ea6d9,Scan IP for ports,discovery,T1046,"['darwin', 'linux']","['remote.host.ip', 'remote.host.ip']",[]
9a30740d-3aa8-4c23-8efa-d51215e8a5b9,Scan WIFI networks,discovery,T1016,"['darwin', 'linux', 'windows']",[],[]
110cea7a-5b03-4443-92ee-7ccefaead451,Scheduled Exfiltration,exfiltration,T1029,"['linux', 'windows']",[],[]
316251ed-6a28-4013-812b-ddf5b5b007f8,Screen Capture,collection,T1113,"['darwin', 'windows', 'windows']","['host.screenshot.png', 'host.screenshot.png', 'host.screenshot.png']",[]
95727b87-175c-4a69-8c7a-a5d82746a753,Service Creation,execution,T1569.002,['windows'],[],['remote.host.fqdn']
72249c1e9ffe7d8f30243d838e0791ca,Service ImagePath Change with reg.exe,multiple,T1574.011,['windows'],[],[]
c240b81112d5652659a74aadd862256b,Service Registry Permissions Weakness,multiple,T1574.011,['windows'],['validate_me'],[]
