ability_id,name,tactic,technique_id,platform,executors_sources,requirements_sources
838fcd628b987b82c6dff35cd275f916,"Access /etc/{shadow,passwd} with shell builtins",credential-access,T1003.008,darwin,[],[]
10ce4e4c0a8d29ead8968da8156d8358,Access Saved Credentials via VaultCmd,credential-access,T1555.004,darwin,[],[]
6fae357c43fd211c9d39fe7583281bf0,Access Token Manipulation,multiple,T1134.002,darwin,[],[]
780cde60c956ccbff24c43ff7b7e70ea,Access unattend.xml,credential-access,T1552.001,darwin,[],[]
c7ec57cd-933e-42b6-99a4-e852a9e57a33,Account Discovery (all),discovery,T1087.002,darwin,[],[]
364ea817-bbb9-4083-87dd-94b9dba45f6f,Account Discovery (targeted),discovery,T1087.002,darwin,[],[]
2afae782-6d0a-4fbd-a6b6-d1ce90090eac,Account-type Admin Enumerator,discovery,T1069.002,darwin,[],"['remote.host.fqdn', 'backup.admin.ability', 'domain.user.name', 'remote.host.fqdn']"
4e0f69a36c9e0b956f08afd5824972ce,Activate Guest Account,multiple,T1078.001,darwin,[],[]
fa4ba6a06b4a5cd955ea5a60fae24281,Activate Windows NoClose Group Policy Feature,defense-evasion,T1112,darwin,[],[]
cab7b85611a290c0769546bfa9d6f962,Activate Windows NoControlPanel Group Policy Feature,defense-evasion,T1112,darwin,[],[]
e74d2fb4ef5fa6c766a4151554033697,Activate Windows NoDesktop Group Policy Feature,defense-evasion,T1112,darwin,[],[]
257313a3c93e3bb7dfb60d6753b09e34,Activate Windows NoFileMenu Group Policy Feature,defense-evasion,T1112,darwin,[],[]
34041639e6e501856ecaf5969ee29c76,Activate Windows NoFind Group Policy Feature,defense-evasion,T1112,darwin,[],[]
7fe6a66d03f4dbfc022609ba311c2b11,Activate Windows NoPropertiesMyDocuments Group Policy Feature,defense-evasion,T1112,darwin,[],[]
fd992e8ecfdac9b56dd6868904044827,Activate Windows NoRun Group Policy Feature,defense-evasion,T1112,darwin,[],[]
ba6f6214dbd17c54001e0a163b60f151,Activate Windows NoSetTaskbar Group Policy Feature,defense-evasion,T1112,darwin,[],[]
4bfb5f265a5ce07af6bf10da113af7db,Activate Windows NoTrayContextMenu Group Policy Feature,defense-evasion,T1112,darwin,[],[]
1f15ab22c39a9b6bb2bb0d77276dfcb3,Add Executable Shortcut Link to User Startup Folder,multiple,T1547.001,darwin,[],[]
776315112cd7318c4afd38f7847465fb,Add Federation to Azure AD,multiple,T1484.002,darwin,[],[]
3acf5046708b8ad68ecb7aeacbdd8d14,Add Network Share,defense-evasion,T1070.005,darwin,[],[]
9cfb8e47dd14ee8f6d44afeaa294bab1,Add Port Monitor persistence in Registry,multiple,T1547.010,darwin,[],[]
9d21f3b551b40fa40056af1244af56ee,Add Root Certificate to CurrentUser Certificate Store,defense-evasion,T1553.004,darwin,[],[]
5bf05600c43ae20df8e0723ce2c3c30b,Add a driver,multiple,T1547,darwin,[],[]
7cdbf13211f9012f4192405636a97e20,Add a new/existing user to the admin group using dseditgroup utility - macOS,multiple,T1078.003,darwin,[],[]
3939013428dfc0bc10825755685849c2,Add and delete UFW firewall rules,defense-evasion,T1562.004,darwin,[],[]
de52784d-4de6-4d4e-b79e-e7b68fe037fb,Add bookmark,execution,T1059.002,darwin,[],[]
f46fcebae29a2bde63127a3bcee47d23,Add command to .bash_profile,multiple,T1546.004,darwin,[],[]
78c03eac53060523b4eef3ad473d218c,Add command to .bashrc,multiple,T1546.004,darwin,[],[]
7a6e495200cd37c66f02e7bc070b61a9,Add domain to Trusted sites Zone,defense-evasion,T1112,darwin,[],[]
61fddd16aa5019ccc7e5440fc1be4dfc,Add file to Local Library StartupItems,multiple,T1037.005,darwin,[],[]
244cd00410232659c0098f9ad4b9da2a,Add macOS LoginItem using Applescript,multiple,T1547.015,darwin,[],[]
dca411f2ebdac351c96959066ac30a68,Add or copy content to clipboard with xClip,collection,T1115,darwin,[],[]
0dbdf1a2a87e718a6ac8a8e3415a7fac,Add persistance via Recycle bin,multiple,T1547.001,darwin,[],[]
fcef063a231fb18e8a4b87f96a97fd5b,Adfind - Enumerate Active Directory Admins,discovery,T1087.002,darwin,[],[]
02f9ca082a6b35c0a753ce362dfea6f2,Adfind - Enumerate Active Directory Computer Objects,discovery,T1018,darwin,[],[]
c8fa438e6b9728cf7fa05dfd4a80b2f3,Adfind - Enumerate Active Directory Domain Controller Objects,discovery,T1018,darwin,[],[]
28533078a7bb86154fcb6d2236fe59b4,Adfind - Enumerate Active Directory Exchange AD Objects,discovery,T1087.002,darwin,[],[]
ef70c2665d6e37720964fcd4f38c5ec8,Adfind - Enumerate Active Directory OUs,discovery,T1482,darwin,[],[]
fb491bb831fbb5d3dcd96c92a1aa1700,Adfind - Enumerate Active Directory Subnet Objects,discovery,T1016,darwin,[],[]
097bbd452cdc6506e728287c7084333f,Adfind - Enumerate Active Directory Trusts,discovery,T1482,darwin,[],[]
157278cc77e4503c58945cec5129f566,Adfind - Enumerate Active Directory User Objects,discovery,T1087.002,darwin,[],[]
856ccc398377c9404685983bc04dabb2,Adfind - Query Active Directory Groups,discovery,T1069.002,darwin,[],[]
e2b2740289f34f77d74720f5c9edce3b,Adfind -Listing password policy,discovery,T1087.002,darwin,[],[]
778e76984e52af739eff58d6cce22f42,Admin Account Manipulate,persistence,T1098,darwin,[],[]
10fad81e-3f68-47be-83b6-fbee7711c6a9,Advanced File Search and Stager,collection,T1119,darwin,[],[]
cfdcd33e3213f9c5a150b8b620d9d0f4,Allow Executable Through Firewall Located in Non-Standard Location,defense-evasion,T1562.004,darwin,[],[]
c33bd0d7424951f39b73a1f5f491fe17,Allow RDP Remote Assistance Feature,defense-evasion,T1112,darwin,[],[]
280003641a5cddf916c4f2bf605a71d3,Allow SMB and RDP on Microsoft Defender Firewall,defense-evasion,T1562.004,darwin,[],[]
7950c18da2779fa38c0bddeb6d470466,Alternate Data Streams (ADS),defense-evasion,T1564.004,darwin,[],[]
08c16e90b1f129f1219361ab95b54f93,Ammyy Admin Software Execution,command-and-control,T1219,darwin,[],[]
aada5380e7d0a4c7b71f2a324d9d5327,AnyDesk Files Detected Test on Windows,command-and-control,T1219,darwin,[],[]
1091a1dcd359e4ad8d577e7d3d1a18b3,Append commands user shell profile,multiple,T1546.004,darwin,[],[]
49a7502f9c667aa3af9c87f6ab1e68b3,Append malicious start-process cmdlet,multiple,T1546.013,darwin,[],[]
7a5720249df1912017c99a2df7f3d1a8,Append to existing loginwindow for Re-Opened Applications,multiple,T1547.007,darwin,[],[]
01d1dfec9efbf1f20ee65df03209cf5b,Append to the system shell profile,multiple,T1546.004,darwin,[],[]
0ed5491929cf9b5d9cf848dfeea869eb,AppleScript,execution,T1059.002,darwin,[],[]
e3d4f78fc9dac33343b2f0865a8f8d45,AppleScript - Prompt User for Password,multiple,T1056.002,darwin,[],[]
d45d48dbea3384059e638eab6b03abb5,Application Shim Installation,multiple,T1546.011,darwin,[],[]
5c65eec8-4839-4713-a4e1-86b2e75d1927,Application Window Discovery,discovery,T1010,darwin,[],[]
5caa8f9190e3ec3a6f948d70ce67a738,Application uninstall using WMIC,execution,T1047,darwin,[],[]
b5fe84fa9fb8216512867a039a61db20,Applications Installed,discovery,T1518,darwin,[],[]
596285d5302f5ad6527e7811d620bebf,At - Schedule a job,multiple,T1053.002,darwin,[],[]
1b82e5d4e4707c4923e7a0f8143b3186,At.exe Scheduled task,multiple,T1053.002,darwin,[],[]
4bdc05fe2f0006f86575053dc740edf3,Attaches Command Prompt as a Debugger to a List of Target Processes,multiple,T1546.008,darwin,[],[]
7ade8854cf5f27a38e6b9d9aba15e22b,Auditd keylogger,multiple,T1056.001,darwin,[],[]
fe3840e48a28eda88466867b6bb7dbea,Auditing Configuration Changes on Linux Host,defense-evasion,T1562.006,darwin,[],[]
2f8f26ef6caacf086dd9b7f7b5031fa5,Authentication Package,multiple,T1547.002,darwin,[],[]
76155f331bfb00e581a61edbeeafc661,Automated AD Recon (ADRecon),discovery,T1087.002,darwin,[],[]
8495696b0a75577de442ba54bef343c1,Automated Collection Command Prompt,collection,T1119,darwin,[],[]
0c7c18db582bff4d0da4b4f8fdb2be49,Automated Collection PowerShell,collection,T1119,darwin,[],[]
43b3754c-def4-4699-a673-1d85648fda6a,Avoid logs,defense-evasion,T1070.003,darwin,[],[]
ac51003d352df853d49a28ca5a4311f9,Azure - Dump All Azure Key Vaults with Microburst,credential-access,T1528,darwin,[],[]
315440f0fd42ea0129065a76d89184f1,Azure - Dump Azure Instance Metadata from Virtual Machines,credential-access,T1552.005,darwin,[],[]
0cb4473bdec66e428f811235aff1b620,Azure - Dump Subscription Data with MicroBurst,discovery,T1526,darwin,[],[]
a9c2711492ba2c44d1ef3194a0ee138b,Azure - Enumerate Azure Blobs with MicroBurst,collection,T1530,darwin,[],[]
5eec8bf22546e9b98fb21d5af305797c,Azure - Eventhub Deletion,defense-evasion,T1562.008,darwin,[],[]
6f408258cabdeda38f81cfdc239fb6c0,Azure - Scan for Anonymous Access to Azure Storage (Powershell),collection,T1530,darwin,[],[]
d27398e945aa13a0812450cd48815572,Azure - Search Azure AD User Attributes for Passwords,credential-access,T1552.005,darwin,[],[]
bac18f187778e4202196ddd3c6041d31,Azure - adding service principal to Azure role in subscription,persistence,T1098,darwin,[],[]
cbf44e79b4bef7b2e997508f759beee3,Azure - adding user to Azure role in subscription,persistence,T1098,darwin,[],[]
20e4f555f0b87421c9e9ec83d99eb562,Azure AD - Create a new user,persistence,T1136.003,darwin,[],[]
a976d2bc6da0471ddf8e3583ce4f7ed7,Azure AD - Create a new user via Azure CLI,persistence,T1136.003,darwin,[],[]
e1ba582a3787829bb7f146009a040c8b,Azure AD - Delete user via Azure AD PowerShell,impact,T1531,darwin,[],[]
c3f187080c141397bf8af092c44697a7,Azure AD - Delete user via Azure CLI,impact,T1531,darwin,[],[]
80d22fb154cc39b34d920f0855ce746e,Azure AD - adding permission to application,persistence,T1098,darwin,[],[]
c736f0cee0c30c06095fedc05fa83912,Azure AD - adding service principal to Azure AD role,persistence,T1098,darwin,[],[]
ae8bd61cb6d10568145c87134e95c96f,Azure AD - adding user to Azure AD role,persistence,T1098,darwin,[],[]
c17527c8e46c4a6f1622f61401735407,Azure AD Application Hijacking - App Registration,persistence,T1098.001,darwin,[],[]
1eef166892fd91bb46844c09f4165518,Azure AD Application Hijacking - Service Principal,persistence,T1098.001,darwin,[],[]
cb8a765078926ac84335e80f18258c7d,Azure Persistence Automation Runbook Created or Modified,multiple,T1078.004,darwin,[],[]
9a014cd2d5b303f8e26bf8d92bb33877,Azure Security Scan with SkyArk,discovery,T1082,darwin,[],[]
f4ae0566412bb12efb2d03466b4546e7,Bad Potato,multiple,T1134.001,darwin,[],[]
d5c3d4d3a33600ba963db53932e355f7,Base64 Encoded data.,command-and-control,T1132.001,darwin,[],[]
b6382bbeb9bd52e48ca7249d30507c9a,Base64 decoding with Perl,defense-evasion,T1140,darwin,[],[]
58ef43e598c111afc81ba9a22c6af108,Base64 decoding with Python,defense-evasion,T1140,darwin,[],[]
326a9797b0d59b8f6d5a3c384c564b9f,Base64 decoding with shell utilities,defense-evasion,T1140,darwin,[],[]
d51f79852d358a701aa4fcd3f9cb8adc,Bash session based keylogger,multiple,T1056.001,darwin,[],[]
6103e503cb444bc7b4187704f2035708,Basic Permission Groups Discovery Windows (Domain),discovery,T1069.002,darwin,[],[]
a1f48fa3ddee658b29b414523c9a295b,Basic Permission Groups Discovery Windows (Local),discovery,T1069.001,darwin,[],[]
2f5cf8c3e8a3a3e6e5621e8f77c5bf65,"Binary packed by UPX, with modified headers",defense-evasion,T1027.002,darwin,[],[]
fcc9496cb4228dd4221f3562da1b49a4,"Binary packed by UPX, with modified headers (linux)",defense-evasion,T1027.002,darwin,[],[]
eefa25ef5e2f94020b95d80e31ef2bc9,Binary simply packed by UPX,defense-evasion,T1027.002,darwin,[],[]
3a39bf7d2f51a48b68241bcfaaa0ac6a,Binary simply packed by UPX (linux),defense-evasion,T1027.002,darwin,[],[]
120efc1cd824a8039d1bde03788cd04a,Bits download using desktopimgdownldr.exe (cmd),multiple,T1197,darwin,[],[]
5a9be3b1696cc0cce8557f9596547e13,Bitsadmin Download (PowerShell),multiple,T1197,darwin,[],[]
31a63c6d775c708f307a784f73e1b410,Bitsadmin Download (cmd),multiple,T1197,darwin,[],[]
e7a987cbef27263e666e5b096488dc55,BlackByte Ransomware Registry Changes - CMD,defense-evasion,T1112,darwin,[],[]
d2f6cb279552f1b65a9805d63eed1689,BlackByte Ransomware Registry Changes - Powershell,defense-evasion,T1112,darwin,[],[]
c3aaa4585223289f5f29e977253dd045,BlackCat pre-encryption cmds with Lateral Movement,execution,T1569.002,darwin,[],[]
eeffd7795c1a6eee8f164531ac80a0fd,Blackbit - Disable Windows Firewall using netsh firewall,defense-evasion,T1562.004,darwin,[],[]
cf4411185e815ccecbe712b46ae2156e,BrowserStealer (Chrome / Firefox / Microsoft Edge),credential-access,T1555.003,darwin,[],[]
b2d33bf89e8cd3fa19911b8650804087,Brute Force Credentials of single Active Directory domain user via LDAP against domain controller (NTLM or Kerberos),credential-access,T1110.001,darwin,[],[]
09fc509d77ec1ce89738bedeac2e9e3a,Brute Force Credentials of single Active Directory domain users via SMB,credential-access,T1110.001,darwin,[],[]
3883fdbd7c29b2f2f20121c75f875944,Brute Force Credentials of single Azure AD user,credential-access,T1110.001,darwin,[],[]
e9a13658d13fbb309abf51dce4a71f55,Brute Force:Credential Stuffing using Kerbrute Tool,credential-access,T1110.004,darwin,[],[]
b62ae2359c40c2f5cd25881ad9b16008,Build Image On Host,defense-evasion,T1612,darwin,[],[]
3864fd22-5c63-41c9-bdbc-a66b5ffa3f5e,Bypass ExecutionPolicy,defense-evasion,T1562.001,darwin,[],[]
e3db134c-4aed-4c5a-9607-c50183c9ef9e,Bypass UAC Medium,privilege-escalation,T1548.002,darwin,[],[]
88b05adaded4e793f1bfee0072c72da3,Bypass UAC by Mocking Trusted Directories,multiple,T1548.002,darwin,[],[]
f91d7dfb1e6fd4fa742f24927ca4af26,Bypass UAC using ComputerDefaults (PowerShell),multiple,T1548.002,darwin,[],[]
7440c68b83b6d728b4111d083facefec,Bypass UAC using Event Viewer (PowerShell),multiple,T1548.002,darwin,[],[]
8ad2169ec4d0df6df900f8f8959ad761,Bypass UAC using Event Viewer (cmd),multiple,T1548.002,darwin,[],[]
0c328b7ec82e0074cbb0745db3a53602,Bypass UAC using Fodhelper,multiple,T1548.002,darwin,[],[]
20d68348c822d2947e5a795ac15a22b0,Bypass UAC using Fodhelper - PowerShell,multiple,T1548.002,darwin,[],[]
55636ecc1eac15ca3c32a9f01626e413,Bypass UAC using SilentCleanup task,multiple,T1548.002,darwin,[],[]
f782c9b7007a34343faec301b64e7435,Bypass UAC using sdclt DelegateExecute,multiple,T1548.002,darwin,[],[]
ec7c28b75e9af98aecb33ce5ae14e8c2,C compile,defense-evasion,T1027.004,darwin,[],[]
72784d12700b219ec134aa42cec5603e,C2 Data Exfiltration,exfiltration,T1041,darwin,[],[]
37ec8aa96775f561e02a954dae1b56bc,CC compile,defense-evasion,T1027.004,darwin,[],[]
d7bfcab15b9612dd53a15a4d8fc73633,CMSTP Executing Remote Scriptlet,defense-evasion,T1218.003,darwin,[],[]
a04b2cbd5fa6ea93e8ba16793ec6dc3e,CMSTP Executing UAC Bypass,defense-evasion,T1218.003,darwin,[],[]
0e63d76adc58b1d2a1ff6215a64e0a2a,COM Hijacking - InprocServer32,multiple,T1546.015,darwin,[],[]
f204aa8bd030dab20527e2bc8a230f35,COM Hijacking with RunDLL32 (Local Server Switch),multiple,T1546.015,darwin,[],[]
2db3b2385ba856424bfe130f69fc0529,COM hijacking via TreatAs,multiple,T1546.015,darwin,[],[]
bb0df721f4a4defa743efe9e61837c44,Cached Credential Dump via Cmdkey,credential-access,T1003.005,darwin,[],[]
5fab72013505efcd896475f9fe06c280,Capture Linux Desktop using Import Tool,collection,T1113,darwin,[],[]
4cecc12b906ec724e9f2178fed1e7071,Capture Passwords with MimiPenguin,credential-access,T1003.007,darwin,[],[]
1a877cae5bfda737bd8c362423d1b8e3,Cat the contents of a Kubernetes service account token file,credential-access,T1552.007,darwin,[],[]
000549902a51ef21f57d3d28a6e5ecc0,CertUtil ExportPFX,credential-access,T1552.004,darwin,[],[]
e510c5fd2f1ea418990fcf06775bc9b4,Certutil Rename and Decode,defense-evasion,T1140,darwin,[],[]
52b03ab57c6d0594e014da562857b49f,Change Default File Association,multiple,T1546.001,darwin,[],[]
0424ccb447bfa66b94162266f55ecd52,Change Powershell Execution Policy to Bypass,defense-evasion,T1112,darwin,[],[]
34dfc0264e6fd27b4997fea21c0bbada,Change Startup Folder - HKCU Modify User Shell Folders Startup Value,multiple,T1547.001,darwin,[],[]
1169b67e9f991716ba91833486f3c564,Change Startup Folder - HKLM Modify User Shell Folders Common Startup Value,multiple,T1547.001,darwin,[],[]
f7e779369b3f0cff24152d7dd94eca98,Change User Password - Windows,impact,T1531,darwin,[],[]
0e5730f670555b9dba829f3d90cbd445,Change User Password via passwd,impact,T1531,darwin,[],[]
5c568978b49775033fc57f7740b84e43,Change login shell,execution,T1059.004,darwin,[],[]
41e7255e8dc65f43482a623000773dd3,Changing RDP Port to Non Standard Port via Command_Prompt,lateral-movement,T1021.001,darwin,[],[]
a2a4d8a2f11ed41fe32ab1001ed78ffd,Changing RDP Port to Non Standard Port via Powershell,lateral-movement,T1021.001,darwin,[],[]
830bb6ed-9594-4817-b1a1-c298c0f9f425,Check Chrome,discovery,T1518,darwin,[],[]
9849d956-37ea-49f2-a8b5-f2ca080b315d,Check Go,discovery,T1518,darwin,[],[]
b18e8767-b7ea-41a3-8e80-baf65a5ddef5,Check Python,discovery,T1518,darwin,[],[]
1258b063-27d6-489b-a677-4807faacf868,Check Security Services,defense-evasion,T1497.001,darwin,[],[]
7a6ba833-de40-466a-8969-5c37b13603e0,Check analysis environment processes,defense-evasion,T1497.001,darwin,[],[]
c3a04ce292bc3f8615d56af548c8dec0,CheckIfInstallable method call,defense-evasion,T1218.004,darwin,[],[]
2b403e3d0f5501a43b025c29b7c55d60,Chmod through c script,defense-evasion,T1222.002,darwin,[],[]
0503af9fd6d1fbc9ddc632c91e32d2de,Chown through c script,defense-evasion,T1222.002,darwin,[],[]
a534890161825ac40b02e5f4c82cc5dd,Clear Bash history (cat dev/null),defense-evasion,T1070.003,darwin,[],[]
ee72a74844bbc0bcdff17b3ce7157b19,Clear Bash history (echo),defense-evasion,T1070.003,darwin,[],[]
6ee56fbf12b8fe3df6bb96aa4abcbe01,Clear Bash history (ln dev/null),defense-evasion,T1070.003,darwin,[],[]
0b3075a32ff077d5e0c8212ff796ec36,Clear Bash history (rm),defense-evasion,T1070.003,darwin,[],[]
d8f4e4e10f4d6da1b174bb18cb859e6c,Clear Bash history (truncate),defense-evasion,T1070.003,darwin,[],[]
05f8b752dbccff102ef530103bd8e550,Clear Event Logs via VBA,defense-evasion,T1070.001,darwin,[],[]
132984234ad769f2b2a36e2b2e36c97f,Clear History,defense-evasion,T1562.001,darwin,[],[]
fcf71ee3-d1a9-4136-b919-9e5f6da43608,Clear Logs,defense-evasion,T1070.001,darwin,[],[]
3838447b079b302fe75b700a70163815,Clear Logs,defense-evasion,T1070.001,darwin,[],[]
2929fac2296bf1041ba33c86d42d9a5a,Clear Pagging Cache,defense-evasion,T1562.001,darwin,[],[]
adce11c81bb77ae74660c6c743a0442d,Clear Powershell History by Deleting History File,defense-evasion,T1070.003,darwin,[],[]
6a8d25d65a7d481dc479f89c62af1e6a,Clear Windows Audit Policy Config,defense-evasion,T1562.002,darwin,[],[]
64099c73cfd2e72b45bf167e755e414c,Clear and Disable Bash History Logging,defense-evasion,T1070.003,darwin,[],[]
3f465c72d351789eda3a553334fa43f3,Clear bash history,defense-evasion,T1562.003,darwin,[],[]
c9c5e0ffc0a02e309f7bdf4e2a3e5a65,Clear history of a bunch of shells,defense-evasion,T1070.003,darwin,[],[]
71e15fde52e9acd90c3d5a4c1826279d,Cobalt Strike Artifact Kit pipe,execution,T1559,darwin,[],[]
7c6a6ffb23e7949d5ce5b0b9dfcbd73f,Cobalt Strike Lateral Movement (psexec_psh) pipe,execution,T1559,darwin,[],[]
8afcc1dcfffe03846de54686dff957ab,Cobalt Strike SSH (postex_ssh) pipe,execution,T1559,darwin,[],[]
a3a4320ad140e1046b224082cccd3be9,Cobalt Strike post-exploitation pipe (4.2 and later),execution,T1559,darwin,[],[]
7471518905b120283ba2644c9519bee2,Cobalt Strike post-exploitation pipe (before 4.2),execution,T1559,darwin,[],[]
85341c8c-4ecb-4579-8f53-43e3e91d7617,Collect ARP details,discovery,T1018,darwin,['remote.host.ip'],[]
abd5327a47c4994e2824f833eefe4250,Collect Clipboard Data via VBA,collection,T1115,darwin,[],[]
e71f5cb2d3a9b87877a7162c76c9a8da,Command Prompt read contents from CMD file and execute,execution,T1059.003,darwin,[],[]
4960dc6d42d2c82ac32c9c50b64de097,Command line scripts,execution,T1059.004,darwin,[],[]
8764d6c964901b9a56ca3ffe5e5a004a,Command-Line Interface,execution,T1059.004,darwin,[],[]
f7e29cdc63759d523fca9d6a8178daa0,Compile After Delivery using csc.exe,defense-evasion,T1027.004,darwin,[],[]
bcdc2f68450358a50f50fa89410fa122,Compiled HTML Help Local Payload,defense-evasion,T1218.001,darwin,[],[]
6d5da876fe45a933257a96c14c3132f0,Compiled HTML Help Remote Payload,defense-evasion,T1218.001,darwin,[],[]
f6b9e50c4a887e5975ec058ff9ea56ae,Compress Data and lock with password for Exfiltration with 7zip,collection,T1560.001,darwin,[],[]
38a918787f583bb58b28ec495263d7b7,Compress Data and lock with password for Exfiltration with winrar,collection,T1560.001,darwin,[],[]
6bab3d3a468266765c4a6f3857243136,Compress Data and lock with password for Exfiltration with winzip,collection,T1560.001,darwin,[],[]
8cd2639cb742872b58a2356909628376,Compress Data for Exfiltration With PowerShell,collection,T1560,darwin,[],[]
b42bac313bde7e1641452628af72b915,Compress Data for Exfiltration With Rar,collection,T1560.001,darwin,[],[]
2f90d4de-2612-4468-9251-b220e3727452,Compress Git Repository,exfiltration,T1560.001,darwin,[],[]
5c5b0392-1daa-45e1-967c-2f361ce78849,Compress Staged Directory (Password Protected) and Split Into Smaller Chunks,exfiltration,T1030,darwin,[],['host.dir.staged']
300157e5-f4ad-4569-b533-9d1fa0e74d74,Compress staged directory,exfiltration,T1560.001,darwin,['host.dir.compress'],['host.dir.staged']
30a8cf10-73dc-497c-8261-a64cc9e91505,Compress staged directory (Password Protected),collection,T1560.001,darwin,[],['host.dir.staged']
071e2659937987a4a7c78baf7f4d59e8,Compressing data using GZip in Python (Linux),collection,T1560.002,darwin,[],[]
617871022e40b752f362d831b4405b9c,Compressing data using bz2 in Python (Linux),collection,T1560.002,darwin,[],[]
fb0aa173a321f9fd643e94918ae415d8,Compressing data using tarfile in Python (Linux),collection,T1560.002,darwin,[],[]
faea6af25bd5b3a0182f4a585af56554,Compressing data using zipfile in Python (Linux),collection,T1560.002,darwin,[],[]
2fc2e45dde68ab78a97a22ca138652e1,Configure LegalNoticeCaption and LegalNoticeText registry keys to display ransom message,impact,T1491.001,darwin,[],[]
e3dac029090c397b775979ddb50fc30f,Connection Proxy,command-and-control,T1090.001,darwin,[],[]
c9b955a568daf19171ce87c25c7fd24c,Connection Proxy for macOS UI,command-and-control,T1090.001,darwin,[],[]
e60171028e1c0f57bc9ceebfd32dcd64,Container and ResourceDiscovery,discovery,T1613,darwin,[],[]
efc033332057f4957e3e190bf4061070,Control Panel Items,defense-evasion,T1218.002,darwin,[],[]
65048ec1-f7ca-49d3-9410-10813e472b30,Copy 54ndc47 (SMB),lateral-movement,T1021.002,darwin,[],"['remote.host.fqdn', 'remote.host.fqdn', 'remote.host.fqdn', 'remote.host.fqdn']"
4908fdc4-74fc-4d7c-8935-26d11ad26a8d,Copy 54ndc47 (WinRM and SCP),lateral-movement,T1570,darwin,[],[]
b007fe0c-c6b0-4fda-915c-255bbc070de2,Copy Clipboard,collection,T1115,darwin,[],[]
548f5aa3ec2fcfc6872ee10975480f29,Copy NTDS.dit from Volume Shadow Copy,credential-access,T1003.003,darwin,[],[]
076ce07e755915250b7d1af352c75aa0,Copy Private SSH Keys with CP,credential-access,T1552.004,darwin,[],[]
f4dac543bf0d8241df7f584ad501bbd7,Copy Private SSH Keys with rsync,credential-access,T1552.004,darwin,[],[]
3734aa1e-c536-42b3-8912-4c91b8bdce90,Copy Sandcat File using Powershell,lateral-movement,T1021.006,darwin,[],[]
